Type kjøretøy,Merke,Modell,Årsmodell,Feiltype,Symptomkategori,Symptom (valg),Kommentar,Løsning,Symptomdetalj (manuell),Feilkode,Generell feil,Mitt kjøretøy,Ytterligere symptomdetaljer,Link til kilde
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Kjølevæsketemperatursensor,Kjølevæsketemperatur HØY,Feilkode motor ( E ),E 110 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Kjølevæsketemperatursensor,"Kjølevæsketemperatur HØY,
  ALARM",Feilkode motor ( E ),E 110 (0),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Railtrykksensor,LAV railtrykksensor feil,Feilkode motor ( E ),E 157 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Railtrykksensor,HØY railtrykksensor feil,Feilkode motor ( E ),E 157 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Railtrykksensor,Railtrykk OVER NORMALT,Feilkode motor ( E ),E 157 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Railtrykksensor,"Railtrykksensor INGEN
  SIGNAL",Feilkode motor ( E ),E 157 (2),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Railtrykksensor,Railtrykk LAV,Feilkode motor ( E ),E 157 (1-),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Railtrykksensor,Railtrykk HØY,Feilkode motor ( E ),E 157 (0),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Batterispenning,"Batterispenning SVÆRT LAV
  (<6,5 V)",Feilkode motor ( E ),E 168 (1-),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Batterispenning,"Batterispenning SVÆRT HØY
  (>36,0 V)",Feilkode motor ( E ),E 168 (0),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Batterispenning,"Batterispenning INGEN
  SIGNAL",Feilkode motor ( E ),E 168 (2),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Batterispenning,"Batterispenning UNDER
  NORMALT (<7,8 V)",Feilkode motor ( E ),E 168 (18),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Batterispenning,"Batterispenning OVER
  NORMALT",Feilkode motor ( E ),E 168 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Omgivelsestemperatursensor,"Temperatursensor spenning
  over normalt/åpen krets",Feilkode motor ( E ),E 171 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Omgivelsestemperatursensor,"Temperatursensor spenning
  under normalt",Feilkode motor ( E ),E 171 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Drivstofftemperatursensor,"LAV
  drivstofftemperatursensor feil",Feilkode motor ( E ),E 174 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Drivstofftemperatursensor,"HØY
  drivstofftemperatursensor feil",Feilkode motor ( E ),E 174 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Drivstofftemperatursensor,"Drivstofftemperatur OVER
  NORMALT",Feilkode motor ( E ),E 174 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Drivstofftemperatursensor,"Drivstofftemperatursensor
  INGEN SIGNAL",Feilkode motor ( E ),E 174 (2),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Motoroljetemperatursensor,"LAV
  motoroljetemperatursensor feil",Feilkode motor ( E ),E 175 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Motoroljetemperatursensor,"HØY
  motoroljetemperatursensor feil",Feilkode motor ( E ),E 175 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Motoroljetemperatursensor,Motoroljetemperatur HØY,Feilkode motor ( E ),E 175 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Motoroljetemperatursensor,"Motoroljetemperatursensor
  INGEN SIGNAL",Feilkode motor ( E ),E 175 (2),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Motorsignalsensor,"Motorsignalfrekvens OVER
  NORMALT",Feilkode motor ( E ),E 190 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Inntaksluftvarmer,"Forvarmer styring, spenning
  under normalt",Feilkode motor ( E ),E 626 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Inntaksluftvarmer,"Forvarmer styring, spenning
  over normalt",Feilkode motor ( E ),E 626 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EEPROM,EEPROM-feil,Feilkode motor ( E ),E 629 (10),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,CAN bus,CAN bus-feil (250K),Feilkode motor ( E ),E 639 (19),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 1,"Strøm under normalt: åpen
  krets",Feilkode motor ( E ),E 651 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 1,"Strøm over normalt:
  kortslutning mellom kabler",Feilkode motor ( E ),E 651 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 1,Kortslutning,Feilkode motor ( E ),E 651 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 2,"Strøm under normalt: åpen
  krets",Feilkode motor ( E ),E 652 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 2,"Strøm over normalt:
  kortslutning mellom kabler",Feilkode motor ( E ),E 652 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 2,Kortslutning,Feilkode motor ( E ),E 652 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 3,"Strøm under normalt: åpen
  krets",Feilkode motor ( E ),E 653 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 3,"Strøm over normalt:
  kortslutning mellom kabler",Feilkode motor ( E ),E 653 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 3,Kortslutning,Feilkode motor ( E ),E 653 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 4,"Strøm under normalt: åpen
  krets",Feilkode motor ( E ),E 654 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 4,"Strøm over normalt:
  kortslutning mellom kabler",Feilkode motor ( E ),E 654 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 4,Kortslutning,Feilkode motor ( E ),E 654 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 5,"Strøm under normalt: åpen
  krets",Feilkode motor ( E ),E 655 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 5,"Strøm over normalt:
  kortslutning mellom kabler",Feilkode motor ( E ),E 655 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 5,Kortslutning,Feilkode motor ( E ),E 655 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 6,"Strøm under normalt: åpen
  krets",Feilkode motor ( E ),E 656 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 6,"Strøm over normalt:
  kortslutning mellom kabler",Feilkode motor ( E ),E 656 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Injector nr. 6,Kortslutning,Feilkode motor ( E ),E 656 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Startrele,"Lavspenningssiden over
  normalt eller kortsluttet til +12V",Feilkode motor ( E ),E 677 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Startrele,"Spenning under normalt
  eller åpen krets",Feilkode motor ( E ),E 677 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Startrele,"Lavspenningssiden over
  normalt",Feilkode motor ( E ),E 677 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Kamakselsensor,"Antall og/eller posisjon på
  pulser usannsynlig",Feilkode motor ( E ),E 723 (2),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Kamakselsensor,"Avvik mellom signal fra
  kamaksel- og veivakselsensor",Feilkode motor ( E ),E 723 (8),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Kamakselsensor,Ingen signal,Feilkode motor ( E ),E 723 (31),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Glødepluggstyring,Spenning over normalt,Feilkode motor ( E ),E 729 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Glødepluggstyring,Spenning under normalt,Feilkode motor ( E ),E 729 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Forespurt turtall,"Forespurt turtall utenfor
  LAV område (<500 rpm)",Feilkode motor ( E ),E 898 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Forespurt turtall,"Forespurt turtall utenfor
  HØY område (>3000 rpm)",Feilkode motor ( E ),E 898 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Gasspjeldsensor,"Tomgangsturtall over
  normalt",Feilkode motor ( E ),E 974 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Gasspjeldsensor,"Tomgangsturtall under
  normalt",Feilkode motor ( E ),E 974 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Viftekontroll,Utgang i kortslutning,Feilkode motor ( E ),E 977 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Viftekontroll,Utgang i åpen krets,Feilkode motor ( E ),E 977 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,Viftekontroll,Strøm over normalt,Feilkode motor ( E ),E 977 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF tankmåler,Tank tom,Feilkode motor ( E ),E 1761 (1),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF tankmåler,"Spenning over normalt eller
  åpen krets",Feilkode motor ( E ),E 1761 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF tankmåler,Spenning under normalt,Feilkode motor ( E ),E 1761 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF tankmåler,Lavt nivå,Feilkode motor ( E ),E 1761 (18),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Temperaturalarm,Feilkode motor ( E ),E 2791 (0),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Feil posisjon,Feilkode motor ( E ),E 2791 (7),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Dreiemomentgrense,Feilkode motor ( E ),E 2791 (10),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Kortslutning,Feilkode motor ( E ),E 2791 (11),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Initialiseringsfeil,Feilkode motor ( E ),E 2791 (12),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Overbelastning,Feilkode motor ( E ),E 2791 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Temperaturfare,Feilkode motor ( E ),E 2791 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Kommunikasjonsfeil,Feilkode motor ( E ),E 2791 (19),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,EGR-ventil,Fraværende,Feilkode motor ( E ),E 2791 (31),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF
  tanktemperatursensor","Spenning over normalt eller
  åpen krets",Feilkode motor ( E ),E 3031 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF
  tanktemperatursensor",Spenning under normalt,Feilkode motor ( E ),E 3031 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF
  tanktemperatursensor","Unormal endringsrate under
  oppvarmingssyklus",Feilkode motor ( E ),E 3031 (10),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF
  tanktemperatursensor",Avisingstid overskredet,Feilkode motor ( E ),E 3031 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF
  tanktemperatursensor",Temperatur over normalt,Feilkode motor ( E ),E 3031 (16),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF doseringsmodul,"Lavside kortsluttet til +12
  V",Feilkode motor ( E ),E 3361 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF doseringsmodul,Høyside kortsluttet,Feilkode motor ( E ),E 3361 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF doseringsmodul,"Høyside kortsluttet til +12
  V eller åpen krets",Feilkode motor ( E ),E 3361 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF doseringsmodul,"Lavside kortsluttet til
  jord (-) eller åpen krets",Feilkode motor ( E ),E 3361 (6),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF doseringsmodul,Unormal drift,Feilkode motor ( E ),E 3361 (14),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,AdBlue™/DEF doseringsmodul,Driftstemperatur for høy,Feilkode motor ( E ),E 3361 (31),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF tank
  forvarmingsventil",Kortslutning til +12 V,Feilkode motor ( E ),E 3363 (3),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF tank
  forvarmingsventil",Kortslutning til jord,Feilkode motor ( E ),E 3363 (4),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF tank
  forvarmingsventil",Åpen krets,Feilkode motor ( E ),E 3363 (5),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,,"AdBlue™/DEF tank
  forvarmingsventil",For høy temperatur,Feilkode motor ( E ),E 3363 (31),,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-engine-error-codes/
Traktor,John Deere,,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode på EGR-ventil.,Kortslutning til jord i EGR-ventil.,,2791.06,,,,
Traktor,John Deere,,,PTO,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode,"CCU 524224.14 vil bli generert når én av følgende situasjoner oppstår:
	•	PTO-brytere er aktivert ved oppstart.
	•	PTO-bryterne står i konflikt.
	•	PTO-bryteren er aktivert, IMS slår PTO AV, og IMS blir deretter slått AV.
	•	PTO opplever overspeed (for høyt turtall) eller underspeed (for lavt turtall).

Hvis denne feilen ikke skyldes en uheldig hendelse slik som beskrevet over, vil jeg mistenke at det kan være et problem med kablingen eller komponentene i PTO-kretsen. Dette bør undersøkes nærmere for å enten bekrefte eller utelukke en feil i ledningsnettet eller i PTO-kretsens komponenter.",,524224.14,,,,
Traktor,John Deere,,,Motor,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode. Manual sier:,"Veivhustrykket er høyt.
Feilsøking John Deere ECU 101.16 – Høyt veivhustrykk

For diagnostikk prosedyre, se relevant CTM (Component Technical Manual) for dieselmotorer.",,101.16,,,,
Traktor,John Deere,6R IT/4,,Klimaanlegg,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode CLC 520715.05. Selv om begge vifter i gulvet går. ,"Bytt vifte AL221364.
Eventuelt endre adresse CLC 75 fra ‘’1’’ til ‘’0’’. ",,CLC 520715.05,,,,
Traktor,Massey Ferguson,135,,Motor,Motorfeil,"Motor, ujevn gange","Går fint på tomgang, får ikke ruset opp. Ryker veldig.",Luftfilter var fullt i vann og hadde fryst / frosset.,,,false,,,
Traktor,Valmet,655,1993,Hydraulisk,Hydraulikkfeil,"Hydraulikk, virker ikke",All hydraulikk kuttet ut.,Drivhylse mellom registerdrev og pumpe utslitt. Skiftet forfra. Sitter bak et lokk foran på pumpa.,,,,,,
Traktor,John Deere,6820,2004,Elektrisk,Instrumentfeil,"Instrument, fungerer ikke","Traktor går, men alt er svart. Alle instrumenter. Hydraulikk.",Sikring framme ved batteri hadde gått.,,,,,,
